Subj,Type,ROI,Phase,beta,var,TRAIT,STATE
MAX218,threat,Left AntVentral Insula,late,-0.007295,0.005051,38,25
MAX218,threat,Left Anterior  Putamen,early,-0.366066,0.004311,38,25
MAX218,threat,Left Anterior  Putamen,late,-0.144436,0.004639,38,25
MAX218,threat,Left Anterior Caudate,early,-0.261905,0.004530,38,25
MAX218,threat,Left Anterior Caudate,late,-0.056074,0.004872,38,25
MAX218,threat,Left Anterior MCC,early,-0.070557,0.003098,38,25
MAX218,threat,Left Anterior MCC,late,-0.135290,0.003329,38,25
MAX218,threat,Left Anterior Thalamus,early,-0.360065,0.003259,38,25
MAX218,threat,Left Anterior Thalamus,late,-0.276325,0.003472,38,25
MAX218,threat,Left BLBM Amygdala,early,0.197423,0.030524,38,25
MAX218,threat,Left BLBM Amygdala,late,0.049780,0.030386,38,25
MAX218,threat,Left BST,early,-0.616841,0.022185,38,25
MAX218,threat,Left BST,late,-0.586626,0.022485,38,25
MAX218,threat,Left CeMe Amygdala,early,-0.208844,0.013596,38,25
MAX218,threat,Left CeMe Amygdala,late,-0.317001,0.013867,38,25
MAX218,threat,Left Hypothalamus,early,0.105363,0.046929,38,25
MAX218,threat,Left Hypothalamus,late,0.333058,0.047230,38,25
MAX218,threat,Left MidPost Insula,early,-0.057574,0.001223,38,25
MAX218,threat,Left MidPost Insula,late,-0.040051,0.001299,38,25
MAX218,threat,Left PAG,early,-0.405089,0.014430,38,25
MAX218,threat,Left PAG,late,-0.486006,0.014369,38,25
MAX218,threat,Left Posterior Caudate,early,-0.403058,0.005394,38,25
MAX218,threat,Left Posterior Caudate,late,-0.155154,0.005633,38,25
MAX218,threat,Left Posterior Putamen,early,-0.797534,0.008980,38,25
MAX218,threat,Left Posterior Putamen,late,-0.416862,0.009387,38,25
MAX218,threat,Left Posterior Thalamus,early,-0.068396,0.001687,38,25
MAX218,threat,Left Posterior Thalamus,late,-0.159717,0.001719,38,25
MAX218,threat,Left Ventral Striatum,early,-0.210767,0.003943,38,25
MAX218,threat,Left Ventral Striatum,late,-0.082152,0.004063,38,25
MAX218,threat,PCC,early,-0.305534,0.006801,38,25
MAX218,threat,PCC,late,-0.013592,0.007059,38,25
MAX218,threat,PCC/precuneus,early,-0.059427,0.006443,38,25
MAX218,threat,PCC/precuneus,late,-0.116013,0.006769,38,25
MAX218,threat,Right AntDorsal Insula,early,-0.112745,0.002594,38,25
MAX218,threat,Right AntDorsal Insula,late,-0.111615,0.002764,38,25
MAX218,threat,Right AntVentral Insula,early,-0.037191,0.002670,38,25
MAX218,threat,Right AntVentral Insula,late,0.066435,0.002766,38,25
MAX218,threat,Right Anterior Caudate,early,-0.240897,0.003451,38,25
MAX218,threat,Right Anterior Caudate,late,-0.170292,0.003712,38,25
MAX218,threat,Right Anterior MCC,early,-0.036216,0.002934,38,25
MAX218,threat,Right Anterior MCC,late,-0.036597,0.003181,38,25
MAX218,threat,Right Anterior Putamen,early,-0.385309,0.003597,38,25
MAX218,threat,Right Anterior Putamen,late,-0.118419,0.003871,38,25
MAX218,threat,Right Anterior Thalamus,early,-0.165493,0.002492,38,25
MAX218,threat,Right Anterior Thalamus,late,-0.163556,0.002686,38,25
MAX218,threat,Right BLBM Amygdala,early,-0.197223,0.012043,38,25
MAX218,threat,Right BLBM Amygdala,late,0.048227,0.012014,38,25
MAX218,threat,Right BST,early,-0.489445,0.024559,38,25
MAX218,threat,Right BST,late,-0.635144,0.024533,38,25
MAX218,threat,Right CeMe Amygdala,early,-0.320024,0.009397,38,25
MAX218,threat,Right CeMe Amygdala,late,-0.252076,0.009585,38,25
MAX218,threat,Right Hypothalamus,early,0.075432,0.038888,38,25
MAX218,threat,Right Hypothalamus,late,0.207563,0.038799,38,25
MAX218,threat,Right MidPost Insula,early,-0.166711,0.001982,38,25
MAX218,threat,Right MidPost Insula,late,-0.147535,0.002149,38,25
MAX218,threat,Right PAG,early,0.180659,0.018280,38,25
MAX218,threat,Right PAG,late,-0.076043,0.018197,38,25
MAX218,threat,Right Posterior Caudate,early,-0.350950,0.004841,38,25
MAX218,threat,Right Posterior Caudate,late,-0.121740,0.004944,38,25
MAX218,threat,Right Posterior Putamen,early,-0.420334,0.004550,38,25
MAX218,threat,Right Posterior Putamen,late,-0.266214,0.004931,38,25
MAX218,threat,Right Posterior Thalamus,early,-0.123942,0.002621,38,25
MAX218,threat,Right Posterior Thalamus,late,-0.165128,0.002787,38,25
MAX218,threat,Right Ventral Striatum,early,-0.370294,0.005855,38,25
MAX218,threat,Right Ventral Striatum,late,-0.311140,0.005991,38,25
MAX218,threat,vmPFC,early,-0.204809,0.004459,38,25
MAX218,threat,vmPFC,late,0.047493,0.004684,38,25
MAX219,safe,ACC,early,-0.184323,0.006520,26,25
MAX219,safe,ACC,late,-0.142131,0.006932,26,25
MAX219,safe,Left AntDorsal Insula,early,0.049788,0.002796,26,25
MAX219,safe,Left AntDorsal Insula,late,0.072915,0.002991,26,25
MAX219,safe,Left AntVentral Insula,early,-0.156813,0.003105,26,25
MAX219,safe,Left AntVentral Insula,late,-0.110850,0.003311,26,25
MAX219,safe,Left Anterior  Putamen,early,-0.287828,0.003634,26,25
MAX219,safe,Left Anterior  Putamen,late,-0.092744,0.003890,26,25
MAX219,safe,Left Anterior Caudate,early,-0.174857,0.004671,26,25
MAX219,safe,Left Anterior Caudate,late,-0.081198,0.004997,26,25
MAX219,safe,Left Anterior MCC,early,-0.111647,0.003671,26,25
MAX219,safe,Left Anterior MCC,late,-0.029189,0.003918,26,25
MAX219,safe,Left Anterior Thalamus,early,-0.458572,0.005319,26,25
MAX219,safe,Left Anterior Thalamus,late,-0.485655,0.005674,26,25
MAX219,safe,Left BLBM Amygdala,early,-0.271270,0.038644,26,25
MAX219,safe,Left BLBM Amygdala,late,-0.297665,0.039709,26,25
MAX219,safe,Left BST,early,-1.181510,0.042678,26,25
MAX219,safe,Left BST,late,-1.099587,0.045489,26,25
MAX219,safe,Left CeMe Amygdala,early,0.075567,0.020579,26,25
MAX219,safe,Left CeMe Amygdala,late,0.335357,0.021622,26,25
MAX219,safe,Left Hypothalamus,early,-0.160451,0.015924,26,25
MAX219,safe,Left Hypothalamus,late,-0.282083,0.016569,26,25
MAX219,safe,Left MidPost Insula,early,0.044729,0.001903,26,25
MAX219,safe,Left MidPost Insula,late,0.124563,0.002035,26,25
MAX219,safe,Left PAG,early,-0.265898,0.016401,26,25
MAX219,safe,Left PAG,late,-0.430956,0.016804,26,25
MAX219,safe,Left Posterior Caudate,early,-0.525370,0.005776,26,25
MAX219,safe,Left Posterior Caudate,late,-0.335076,0.006174,26,25
MAX219,safe,Left Posterior Putamen,early,-0.136557,0.005888,26,25
MAX219,safe,Left Posterior Putamen,late,0.002990,0.006302,26,25
MAX219,safe,Left Posterior Thalamus,early,-0.118061,0.002930,26,25
MAX219,safe,Left Posterior Thalamus,late,-0.100451,0.003132,26,25
MAX219,safe,Left Ventral Striatum,early,-0.134841,0.004415,26,25
MAX219,safe,Left Ventral Striatum,late,-0.136782,0.004680,26,25
MAX219,safe,PCC,early,0.676583,0.033859,26,25
MAX219,safe,PCC,late,0.400857,0.036228,26,25
MAX219,safe,PCC/precuneus,early,-0.338496,0.049579,26,25
MAX219,safe,PCC/precuneus,late,-0.171087,0.052721,26,25
MAX219,safe,Right AntDorsal Insula,early,-0.024158,0.002052,26,25
MAX219,safe,Right AntDorsal Insula,late,-0.003630,0.002191,26,25
MAX219,safe,Right AntVentral Insula,early,-0.142217,0.006644,26,25
MAX219,safe,Right AntVentral Insula,late,-0.002171,0.007110,26,25
MAX219,safe,Right Anterior Caudate,early,-0.271910,0.003559,26,25
MAX219,safe,Right Anterior Caudate,late,-0.188156,0.003794,26,25
MAX219,safe,Right Anterior MCC,early,-0.203222,0.007658,26,25
MAX219,safe,Right Anterior MCC,late,-0.087291,0.008146,26,25
MAX219,safe,Right Anterior Putamen,early,-0.148302,0.002539,26,25
MAX219,safe,Right Anterior Putamen,late,-0.036802,0.002715,26,25
MAX219,safe,Right Anterior Thalamus,early,-0.304020,0.009066,26,25
MAX219,safe,Right Anterior Thalamus,late,-0.298570,0.009698,26,25
MAX219,safe,Right BLBM Amygdala,early,0.004575,0.009574,26,25
MAX219,safe,Right BLBM Amygdala,late,0.148486,0.009976,26,25
MAX219,safe,Right BST,early,0.062314,0.024790,26,25
MAX219,safe,Right BST,late,0.228265,0.025493,26,25
MAX219,safe,Right CeMe Amygdala,early,-0.618708,0.022033,26,25
MAX219,safe,Right CeMe Amygdala,late,-0.461798,0.023483,26,25
MAX219,safe,Right Hypothalamus,early,0.099600,0.018827,26,25
MAX219,safe,Right Hypothalamus,late,-0.005631,0.019789,26,25
MAX219,safe,Right MidPost Insula,early,0.093262,0.002008,26,25
MAX219,safe,Right MidPost Insula,late,0.139621,0.002148,26,25
MAX219,safe,Right PAG,early,-0.343144,0.031055,26,25
MAX219,safe,Right PAG,late,-0.662258,0.031817,26,25
MAX219,safe,Right Posterior Caudate,early,-0.434398,0.007569,26,25
MAX219,safe,Right Posterior Caudate,late,-0.131765,0.008089,26,25
MAX219,safe,Right Posterior Putamen,early,-0.083446,0.003839,26,25
MAX219,safe,Right Posterior Putamen,late,0.067344,0.004104,26,25
MAX219,safe,Right Posterior Thalamus,early,-0.061818,0.002753,26,25
MAX219,safe,Right Posterior Thalamus,late,-0.018563,0.002944,26,25
MAX219,safe,Right Ventral Striatum,early,-0.454278,0.004926,26,25
MAX219,safe,Right Ventral Striatum,late,-0.220988,0.005265,26,25
MAX219,safe,vmPFC,early,-0.106764,0.013519,26,25
MAX219,safe,vmPFC,late,0.029140,0.014464,26,25
MAX219,threat,ACC,early,-0.225948,0.006399,26,25
MAX219,threat,ACC,late,-0.405742,0.006932,26,25
MAX219,threat,Left AntDorsal Insula,early,0.054874,0.002815,26,25
MAX219,threat,Left AntDorsal Insula,late,0.063073,0.002966,26,25
MAX219,threat,Left AntVentral Insula,early,-0.057937,0.003150,26,25
MAX219,threat,Left AntVentral Insula,late,-0.142034,0.003270,26,25
MAX219,threat,Left Anterior  Putamen,early,-0.170182,0.003633,26,25
MAX219,threat,Left Anterior  Putamen,late,-0.226356,0.003864,26,25
MAX219,threat,Left Anterior Caudate,early,-0.136430,0.004668,26,25
MAX219,threat,Left Anterior Caudate,late,-0.213204,0.004970,26,25
MAX219,threat,Left Anterior MCC,early,-0.153020,0.003646,26,25
MAX219,threat,Left Anterior MCC,late,-0.181028,0.003906,26,25
MAX219,threat,Left Anterior Thalamus,early,-0.177112,0.005250,26,25
MAX219,threat,Left Anterior Thalamus,late,-0.311176,0.005663,26,25
MAX219,threat,Left BLBM Amygdala,early,0.136770,0.039518,26,25
MAX219,threat,Left BLBM Amygdala,late,-0.080449,0.039016,26,25
MAX219,threat,Left BST,early,-1.077768,0.043275,26,25
MAX219,threat,Left BST,late,-1.152025,0.044936,26,25
MAX219,threat,Left CeMe Amygdala,early,-0.144904,0.021045,26,25
MAX219,threat,Left CeMe Amygdala,late,0.046818,0.021201,26,25
MAX219,threat,Left Hypothalamus,early,0.296642,0.016286,26,25
MAX219,threat,Left Hypothalamus,late,-0.027753,0.016195,26,25
MAX219,threat,Left MidPost Insula,early,-0.047459,0.001902,26,25
MAX219,threat,Left MidPost Insula,late,0.007606,0.002022,26,25
MAX219,threat,Left PAG,early,-0.322906,0.016825,26,25
MAX219,threat,Left PAG,late,-0.436353,0.016555,26,25
MAX219,threat,Left Posterior Caudate,early,-0.397251,0.005738,26,25
MAX219,threat,Left Posterior Caudate,late,-0.333380,0.006154,26,25
MAX219,threat,Left Posterior Putamen,early,-0.054110,0.005887,26,25
MAX219,threat,Left Posterior Putamen,late,-0.128564,0.006266,26,25
MAX219,threat,Left Posterior Thalamus,early,-0.057547,0.002949,26,25
MAX219,threat,Left Posterior Thalamus,late,0.005783,0.003103,26,25
MAX219,threat,Left Ventral Striatum,early,-0.213066,0.004499,26,25
MAX219,threat,Left Ventral Striatum,late,-0.226872,0.004607,26,25
MAX219,threat,PCC,early,-0.260504,0.033857,26,25
MAX219,threat,PCC,late,-0.631874,0.036017,26,25
MAX219,threat,PCC/precuneus,early,-0.979772,0.048653,26,25
MAX219,threat,PCC/precuneus,late,-1.146079,0.052703,26,25
MAX219,threat,Right AntDorsal Insula,early,0.001967,0.002070,26,25
MAX219,threat,Right AntDorsal Insula,late,0.029936,0.002178,26,25
MAX219,threat,Right AntVentral Insula,early,-0.050857,0.006644,26,25
MAX219,threat,Right AntVentral Insula,late,-0.016022,0.007070,26,25
MAX219,threat,Right Anterior Caudate,early,-0.176058,0.003511,26,25
MAX219,threat,Right Anterior Caudate,late,-0.239651,0.003787,26,25
MAX219,threat,Right Anterior MCC,early,-0.211249,0.007515,26,25
MAX219,threat,Right Anterior MCC,late,-0.208668,0.008139,26,25
MAX219,threat,Right Anterior Putamen,early,-0.077675,0.002538,26,25
MAX219,threat,Right Anterior Putamen,late,-0.101000,0.002696,26,25
MAX219,threat,Right Anterior Thalamus,early,-0.243474,0.009066,26,25
MAX219,threat,Right Anterior Thalamus,late,-0.259755,0.009642,26,25
MAX219,threat,Right BLBM Amygdala,early,-0.227849,0.009867,26,25
MAX219,threat,Right BLBM Amygdala,late,-0.047448,0.009866,26,25
MAX219,threat,Right BST,early,-0.036015,0.025475,26,25
MAX219,threat,Right BST,late,0.016541,0.025133,26,25
MAX219,threat,Right CeMe Amygdala,early,-0.469079,0.022344,26,25
MAX219,threat,Right CeMe Amygdala,late,-0.717763,0.023202,26,25
MAX219,threat,Right Hypothalamus,early,0.038971,0.019256,26,25
MAX219,threat,Right Hypothalamus,late,0.071488,0.019396,26,25
MAX219,threat,Right MidPost Insula,early,-0.008794,0.001993,26,25
MAX219,threat,Right MidPost Insula,late,0.041051,0.002140,26,25
MAX219,threat,Right PAG,early,-0.293715,0.031754,26,25
MAX219,threat,Right PAG,late,-0.313843,0.031302,26,25
MAX219,threat,Right Posterior Caudate,early,-0.193815,0.007520,26,25
MAX219,threat,Right Posterior Caudate,late,-0.215201,0.008064,26,25
MAX219,threat,Right Posterior Putamen,early,-0.074916,0.003811,26,25
MAX219,threat,Right Posterior Putamen,late,-0.015944,0.004091,26,25
MAX219,threat,Right Posterior Thalamus,early,-0.116338,0.002775,26,25
MAX219,threat,Right Posterior Thalamus,late,-0.068064,0.002919,26,25
MAX219,threat,Right Ventral Striatum,early,-0.296832,0.004958,26,25
MAX219,threat,Right Ventral Striatum,late,-0.339341,0.005217,26,25
MAX219,threat,vmPFC,early,-0.291308,0.013518,26,25
MAX219,threat,vmPFC,late,-0.503621,0.014376,26,25
MAX220,safe,ACC,early,0.150701,0.002590,43,24
MAX220,safe,ACC,late,0.098334,0.002627,43,24
MAX220,safe,Left AntDorsal Insula,early,0.066370,0.001621,43,24
MAX220,safe,Left AntDorsal Insula,late,-0.041628,0.001655,43,24
MAX220,safe,Left AntVentral Insula,early,0.261355,0.002861,43,24
MAX220,safe,Left AntVentral Insula,late,0.124480,0.002864,43,24
MAX220,safe,Left Anterior  Putamen,early,0.084795,0.002492,43,24
MAX220,safe,Left Anterior  Putamen,late,0.083581,0.002497,43,24
MAX220,safe,Left Anterior Caudate,early,-0.047983,0.002697,43,24
MAX220,safe,Left Anterior Caudate,late,-0.001038,0.002714,43,24
MAX220,safe,Left Anterior MCC,early,0.312262,0.002881,43,24
MAX220,safe,Left Anterior MCC,late,0.272340,0.002930,43,24
MAX220,safe,Left Anterior Thalamus,early,0.009741,0.002081,43,24
MAX220,safe,Left Anterior Thalamus,late,-0.000803,0.002130,43,24
MAX220,safe,Left BLBM Amygdala,early,0.040871,0.002802,43,24
MAX220,safe,Left BLBM Amygdala,late,0.028146,0.002775,43,24
MAX220,safe,Left BST,early,-0.285192,0.014714,43,24
MAX220,safe,Left BST,late,-0.143354,0.014544,43,24
MAX220,safe,Left CeMe Amygdala,early,0.470163,0.022212,43,24
MAX220,safe,Left CeMe Amygdala,late,0.253732,0.022385,43,24
MAX220,safe,Left Hypothalamus,early,-0.171895,0.009788,43,24
MAX220,safe,Left Hypothalamus,late,-0.274852,0.009744,43,24
MAX220,safe,Left MidPost Insula,early,0.096798,0.001072,43,24
MAX220,safe,Left MidPost Insula,late,0.122239,0.001081,43,24
MAX220,safe,Left PAG,early,0.048361,0.014694,43,24
MAX220,safe,Left PAG,late,-0.145188,0.014522,43,24
MAX220,safe,Left Posterior Caudate,early,-0.049372,0.003185,43,24
MAX220,safe,Left Posterior Caudate,late,-0.151408,0.003219,43,24
MAX220,safe,Left Posterior Putamen,early,0.102597,0.003722,43,24
MAX220,safe,Left Posterior Putamen,late,0.103360,0.003730,43,24
MAX220,safe,Left Posterior Thalamus,early,0.065505,0.001625,43,24
MAX220,safe,Left Posterior Thalamus,late,0.048001,0.001633,43,24
MAX220,safe,Left Ventral Striatum,early,-0.159439,0.003311,43,24
MAX220,safe,Left Ventral Striatum,late,0.012307,0.003328,43,24
MAX220,safe,PCC,early,-0.103650,0.009983,43,24
MAX220,safe,PCC,late,-0.008974,0.010231,43,24
MAX220,safe,PCC/precuneus,early,0.346078,0.026526,43,24
MAX220,safe,PCC/precuneus,late,0.371338,0.027259,43,24
MAX220,safe,Right AntDorsal Insula,early,0.059420,0.002904,43,24
MAX220,safe,Right AntDorsal Insula,late,-0.081131,0.002941,43,24
MAX220,safe,Right AntVentral Insula,early,0.286965,0.003417,43,24
MAX220,safe,Right AntVentral Insula,late,0.183636,0.003414,43,24
MAX220,safe,Right Anterior Caudate,early,-0.052692,0.001958,43,24
MAX220,safe,Right Anterior Caudate,late,0.005341,0.001975,43,24
MAX220,safe,Right Anterior MCC,early,0.207078,0.004191,43,24
MAX220,safe,Right Anterior MCC,late,0.226385,0.004318,43,24
MAX220,safe,Right Anterior Putamen,early,0.136639,0.001847,43,24
MAX220,safe,Right Anterior Putamen,late,0.067071,0.001850,43,24
MAX220,safe,Right Anterior Thalamus,early,0.049433,0.002092,43,24
MAX220,safe,Right Anterior Thalamus,late,0.068779,0.002149,43,24
MAX220,safe,Right BLBM Amygdala,early,0.138285,0.022502,43,24
MAX220,safe,Right BLBM Amygdala,late,0.185815,0.022500,43,24
MAX220,safe,Right BST,early,0.021705,0.017278,43,24
MAX220,safe,Right BST,late,0.294287,0.017117,43,24
MAX220,safe,Right CeMe Amygdala,early,0.236171,0.006646,43,24
MAX220,safe,Right CeMe Amygdala,late,0.147625,0.006581,43,24
MAX220,safe,Right Hypothalamus,early,0.007282,0.008269,43,24
MAX220,safe,Right Hypothalamus,late,-0.037753,0.008217,43,24
MAX220,safe,Right MidPost Insula,early,0.210323,0.001575,43,24
MAX220,safe,Right MidPost Insula,late,0.167542,0.001580,43,24
MAX220,safe,Right PAG,early,-0.219614,0.019818,43,24
MAX220,safe,Right PAG,late,-0.287951,0.019592,43,24
MAX220,safe,Right Posterior Caudate,early,-0.024340,0.004308,43,24
MAX220,safe,Right Posterior Caudate,late,-0.022573,0.004341,43,24
MAX220,safe,Right Posterior Putamen,early,0.085357,0.002086,43,24
MAX220,safe,Right Posterior Putamen,late,0.127843,0.002072,43,24
MAX220,safe,Right Posterior Thalamus,early,-0.014532,0.001728,43,24
MAX220,safe,Right Posterior Thalamus,late,-0.000337,0.001728,43,24
MAX220,safe,Right Ventral Striatum,early,-0.099748,0.003758,43,24
MAX220,safe,Right Ventral Striatum,late,0.040731,0.003775,43,24
MAX220,safe,vmPFC,early,0.559835,0.022246,43,24
MAX220,safe,vmPFC,late,0.423801,0.022933,43,24
MAX220,threat,ACC,early,0.154929,0.002536,43,24
MAX220,threat,ACC,late,0.106670,0.002652,43,24
MAX220,threat,Left AntDorsal Insula,early,0.016095,0.001583,43,24
MAX220,threat,Left AntDorsal Insula,late,-0.036167,0.001658,43,24
MAX220,threat,Left AntVentral Insula,early,0.090670,0.002810,43,24
MAX220,threat,Left AntVentral Insula,late,0.204528,0.002880,43,24
MAX220,threat,Left Anterior  Putamen,early,0.173439,0.002454,43,24
MAX220,threat,Left Anterior  Putamen,late,0.090275,0.002511,43,24
MAX220,threat,Left Anterior Caudate,early,0.075258,0.002645,43,24
MAX220,threat,Left Anterior Caudate,late,0.082104,0.002728,43,24
MAX220,threat,Left Anterior MCC,early,0.421069,0.002822,43,24
MAX220,threat,Left Anterior MCC,late,0.248728,0.002949,43,24
MAX220,threat,Left Anterior Thalamus,early,0.006081,0.002024,43,24
MAX220,threat,Left Anterior Thalamus,late,0.096489,0.002144,43,24
MAX220,threat,Left BLBM Amygdala,early,-0.074204,0.002755,43,24
MAX220,threat,Left BLBM Amygdala,late,-0.030720,0.002769,43,24
MAX220,threat,Left BST,early,-0.257922,0.014475,43,24
MAX220,threat,Left BST,late,-0.334305,0.014530,43,24
MAX220,threat,Left CeMe Amygdala,early,0.299652,0.021777,43,24
MAX220,threat,Left CeMe Amygdala,late,0.459915,0.022507,43,24
MAX220,threat,Left Hypothalamus,early,0.016904,0.009594,43,24
MAX220,threat,Left Hypothalamus,late,-0.026171,0.009683,43,24
MAX220,threat,Left MidPost Insula,early,0.062855,0.001044,43,24
MAX220,threat,Left MidPost Insula,late,0.004876,0.001083,43,24
MAX220,threat,Left PAG,early,-0.105308,0.014450,43,24
MAX220,threat,Left PAG,late,-0.003861,0.014503,43,24
MAX220,threat,Left Posterior Caudate,early,0.041228,0.003117,43,24
MAX220,threat,Left Posterior Caudate,late,0.049874,0.003239,43,24
MAX220,threat,Left Posterior Putamen,early,0.117542,0.003659,43,24
MAX220,threat,Left Posterior Putamen,late,0.110758,0.003747,43,24
MAX220,threat,Left Posterior Thalamus,early,0.066926,0.001594,43,24
MAX220,threat,Left Posterior Thalamus,late,0.048682,0.001636,43,24
MAX220,threat,Left Ventral Striatum,early,-0.096820,0.003248,43,24
MAX220,threat,Left Ventral Striatum,late,0.071067,0.003344,43,24
MAX220,threat,PCC,early,-0.138853,0.009714,43,24
MAX220,threat,PCC,late,0.210219,0.010275,43,24
MAX220,threat,PCC/precuneus,early,0.075371,0.025755,43,24
MAX220,threat,PCC/precuneus,late,0.400169,0.027412,43,24
MAX220,threat,Right AntDorsal Insula,early,-0.062377,0.002847,43,24
MAX220,threat,Right AntDorsal Insula,late,-0.111030,0.002961,43,24
MAX220,threat,Right AntVentral Insula,early,0.225466,0.003351,43,24
